County,Type,Facility Name,Street Address,City,State,ZIP,Location
Kings,Grocery,Green Village Supermarket,Tapscott Street,Brooklyn,NY,11212,"Tapscott Street
Brooklyn, NY 11212
(40.665094405, -73.920313492)"
Bronx,Grocery,Key Food,Riverdale Avenue,Bronx,NY,10471,"Riverdale Avenue
Bronx, NY 10471
(40.907280857, -73.90401133)"
Queens,Grocery,Vitelio's Market Place Key Food,Metropolitan Avenue,Jamaica,NY,11418,"Metropolitan Avenue
Jamaica, NY 11418
(40.708532049, -73.838893279)"
Bronx,Grocery,Alanis Deli Grocery Corp,Grand Concourse,Bronx,NY,10468,"Grand Concourse
Bronx, NY 10468
(40.868787087, -73.892586083)"
New York,Grocery,City Fresh Market,East 116th Street,New York,NY,10029,"East 116th Street
New York, NY 10029
(40.797530398, -73.939020637)"
Bronx,Grocery,Baraka African Market Store Corp,Webster Avenue,Bronx,NY,10456,"Webster Avenue
Bronx, NY 10456
(40.837165912, -73.906860557)"
Queens,Grocery,Brooklyn Harvest Market,2nd Street,Astoria,NY,11102,"2nd Street
Astoria, NY 11102
(40.776433103, -73.93469869)"
Queens,Grocery,C-Town Supermarkets,Newtown Ave,Astoria,NY,11102,"Newtown Ave
Astoria, NY 11102
(40.769374219, -73.922388147)"
New York,Grocery,Shop Fair Supermarket,Saint Nicholas Avenue,New York,NY,10033,"Saint Nicholas Avenue
New York, NY 10033
(40.848600208, -73.934262238)"
Bronx,Grocery,Extra Jumbo Market Place,Nelson Avenue,Bronx,NY,10452,"Nelson Avenue
Bronx, NY 10452
(40.839381094, -73.924217294)"
Bronx,Grocery,Price Choice,East 180th Street,Bronx,NY,10460,"East 180th Street
Bronx, NY 10460
(40.842224, -73.876117)"
Queens,Grocery,Fine Fare,Hollis Avenue,Saint Albans,NY,11412,"Hollis Avenue
Saint Albans, NY 11412
(40.706588288, -73.761261199)"
Bronx,Grocery,Super Fresh,Webster Avenue,Bronx,NY,10456,"Webster Avenue
Bronx, NY 10456
(40.837165912, -73.906860557)"
Queens,Grocery,Trade Fair,30th Ave,Astoria,NY,11102,"30th Ave
Astoria, NY 11102
(40.769208275, -73.926348783)"
Kings,Grocery,Key Food Fresh Supermarket,Cropsey Ave,Brooklyn,NY,11214,"Cropsey Ave
Brooklyn, NY 11214
(40.596311752, -73.997517972)"
Queens,Grocery,New Town 99 Cents Store,Union St,Flushing,NY,11354,"Union St
Flushing, NY 11354
(40.767453615, -73.827093734)"
Queens,Grocery,"H Mart Lic, Llc",Northern Boulevard,Long Island City,NY,11101,"Northern Boulevard
Long Island City, NY 11101
(40.753450012, -73.913560013)"
Bronx,Grocery,Antillana Superfood,Jerome Avenue,Bronx,NY,10452,"Jerome Avenue
Bronx, NY 10452
(40.835148, -73.924245)"
New York,Grocery,Columbus Foodmarket,West 104th Street,New York,NY,10025,"West 104th Street
New York, NY 10025
(40.798884254, -73.966101243)"
Kings,Grocery,Ideal Food Basket,Rockaway Parkway,Brooklyn,NY,11236,"Rockaway Parkway
Brooklyn, NY 11236
(40.64051526, -73.897153295)"
Queens,Grocery,Key Food Supermarket,30th Ave,Astoria,NY,11103,"30th Ave
Astoria, NY 11103
(40.763321739, -73.913796544)"
Bronx,Grocery,Cacheo Food Corp,Sheridan Avenue,Bronx,NY,10456,"Sheridan Avenue
Bronx, NY 10456
(40.834043491, -73.916755823)"
Kings,Grocery,Food Bazaar,Ridgewood Place,Brooklyn,NY,11237,"Ridgewood Place
Brooklyn, NY 11237
(40.69812892, -73.910641107)"
Queens,Grocery,Five Stars Deli Grocery,Jamaica Av,Richmond Hill,NY,11418,"Jamaica Av
Richmond Hill, NY 11418
(40.697910308, -73.835528358)"
Kings,Grocery,Ctown,Fifth Avenue,Brooklyn,NY,11220,"Fifth Avenue
Brooklyn, NY 11220
(40.641173283, -74.014396236)"
Queens,Grocery,Lovely Bebe Inc,43rd Ave,Elmhurst,NY,11373,"43rd Ave
Elmhurst, NY 11373
(40.743715232, -73.873161585)"
Bronx,Grocery,Real Supermarket,Prospect Avenue,Bronx,NY,10455,"Prospect Avenue
Bronx, NY 10455
(40.817540445, -73.902510726)"
Queens,Grocery,Food Bazaar,Junction Blvd,Jackson Heights,NY,11372,"Junction Blvd
Jackson Heights, NY 11372
(40.756780017, -73.873629968)"
Kings,Grocery,Shop Fair Supermarket,Livonia Ave,Brooklyn,NY,11212,"Livonia Ave
Brooklyn, NY 11212
(40.662404257, -73.910023229)"
Bronx,Grocery,Chang Li Supermarket Inc,Benedict Avenue,Bronx,NY,10462,"Benedict Avenue
Bronx, NY 10462
(40.834355238, -73.857592795)"
Bronx,Grocery,Shakespeare Deli & Grocery Inc,Shakespeare Avenue,Bronx,NY,10452,"Shakespeare Avenue
Bronx, NY 10452
(40.84570501, -73.91924001)"
Richmond,Grocery,Stop & Shop #2513,Amboy Ro,Staten Island,NY,10312,"Amboy Ro
Staten Island, NY 10312
(40.531312975, -74.192861367)"
Bronx,Grocery,Food Dynasty,W Fordham Road,Bronx,NY,10468,"W Fordham Road
Bronx, NY 10468
(40.86274183, -73.908768937)"
Bronx,Grocery,Steven Deli & Grocery Corp.,Cypress Avenue,Bronx,NY,10454,"Cypress Avenue
Bronx, NY 10454
(40.806455669, -73.914000942)"
Kings,Grocery,La Placita De Brooklyn Supermarket,8th Avenue,Brooklyn,NY,11232,"8th Avenue
Brooklyn, NY 11232
(40.646048638, -73.998557857)"
Kings,Grocery,Myrtle Plaza Grocery Inc.,Myrtle Ave,Brooklyn,NY,11205,"Myrtle Ave
Brooklyn, NY 11205
(40.693123863, -73.969930633)"
Queens,Grocery,"Maa Supermarket, Inc.",Parsons Blvd,Jamaica,NY,11432,"Parsons Blvd
Jamaica, NY 11432
(40.706999819, -73.802368772)"
Bronx,Grocery,Amigos Grocery Corp.,East 172nd Street,Bronx,NY,10457,"East 172nd Street
Bronx, NY 10457
(40.840251353, -73.910296596)"
Bronx,Grocery,Fine Fare,East Mount Eden Avenue,Bronx,NY,10452,"East Mount Eden Avenue
Bronx, NY 10452
(40.84338868, -73.912623983)"
Queens,Grocery,Compare Foods,Hollis Av,Queens Village,NY,11429,"Hollis Av
Queens Village, NY 11429
(40.709972271, -73.743490056)"
Bronx,Grocery,Compare Foods,Hunts Point Avenue,Bronx,NY,10474,"Hunts Point Avenue
Bronx, NY 10474
(40.814383135, -73.885687709)"
Kings,Grocery,88 Lucky Grocery Inc,86th St,Brooklyn,NY,11214,"86th St
Brooklyn, NY 11214
(40.605296074, -73.999391361)"
Kings,Grocery,Greenfresh 2 Supermarket,Dekalb Ave,Brooklyn,NY,11205,"Dekalb Ave
Brooklyn, NY 11205
(40.690102709, -73.962419723)"
Richmond,Grocery,Island Kosher Llc,Victory Blvd,Staten Island,NY,10314,"Victory Blvd
Staten Island, NY 10314
(40.613192575, -74.121114248)"
Kings,Grocery,Hua Xing Grocery Inc,Fort Hamilton Pw,Brooklyn,NY,11219,"Fort Hamilton Pw
Brooklyn, NY 11219
(40.635448124, -74.002042816)"
Bronx,Grocery,Piedra Partida Deli Grocery Corp,East Kingsbridge Road,Bronx,NY,10458,"East Kingsbridge Road
Bronx, NY 10458
(40.86347868, -73.894260818)"
Richmond,Grocery,K P Deli Corp.,Hylan Blvd.,Staten Island,NY,10305,"Hylan Blvd.
Staten Island, NY 10305
(40.590102107, -74.088919732)"
Queens,Grocery,Green Valley Of Sunnyside,Greenpoint Ave,Sunnyside,NY,11104,"Greenpoint Ave
Sunnyside, NY 11104
(40.740832735, -73.922163948)"
Kings,Grocery,Posner's Food Center Inc.,15th Av,Brooklyn,NY,11219,"15th Av
Brooklyn, NY 11219
(40.628924223, -73.991258568)"
Bronx,Grocery,965 Castillo Meat & Produce Inc,East 172nd Street,Bronx,NY,10460,"East 172nd Street
Bronx, NY 10460
(40.83374478, -73.888814018)"
Bronx,Grocery,Superfresh,Jerome Avenue,Bronx,NY,10452,"Jerome Avenue
Bronx, NY 10452
(40.835148, -73.924245)"
Kings,Grocery,Big Banana,Kings Highway,Brooklyn,NY,11229,"Kings Highway
Brooklyn, NY 11229
(40.609214454, -73.957258006)"
Kings,Grocery,Duddy's Corner,14th Ave,Brooklyn,NY,11219,"14th Ave
Brooklyn, NY 11219
(40.630274514, -73.993475503)"
Queens,Grocery,The Food Emporium,153rd Avenue,Howard Beach,NY,11414,"153rd Avenue
Howard Beach, NY 11414
(40.666063104, -73.852125657)"
Kings,Grocery,Landish Ii,Cortelyou Rd,Brooklyn,NY,11218,"Cortelyou Rd
Brooklyn, NY 11218
(40.638403914, -73.974139513)"
Queens,Grocery,Vitelio's Market Place,Yellowstone Blvd,Forest Hills,NY,11375,"Yellowstone Blvd
Forest Hills, NY 11375
(40.720292079, -73.855563866)"
Kings,Grocery,Mountain Fruit,Avenue M,Brooklyn,NY,11230,"Avenue M
Brooklyn, NY 11230
(40.617677031, -73.963010685)"
Kings,Grocery,6216 Jinyuan Trading Corp,11th Ave,Brooklyn,NY,11219,"11th Ave
Brooklyn, NY 11219
(40.633070322, -74.00129566)"
Kings,Grocery,Super 13,13th Ave,Brooklyn,NY,11219,"13th Ave
Brooklyn, NY 11219
(40.631580168, -73.995655412)"
Bronx,Grocery,Felino Grocery Corp,Anthony Ave,Bronx,NY,10457,"Anthony Ave
Bronx, NY 10457
(40.843425596, -73.90456119)"
Kings,Grocery,Empire Kosher Supermarket,Empire Blvd,Brooklyn,NY,11225,"Empire Blvd
Brooklyn, NY 11225
(40.663796101, -73.952562075)"
Queens,Grocery,Fine Fare,102nd St,Corona,NY,11368,"102nd St
Corona, NY 11368
(40.753865074, -73.865817898)"
Bronx,Grocery,Jd Food Market Corp,Quincy Ave,Bronx,NY,10465,"Quincy Ave
Bronx, NY 10465
(40.828341059, -73.827697884)"
Bronx,Grocery,C-Town Supermarkets,East 198th Street,Bronx,NY,10468,"East 198th Street
Bronx, NY 10468
(40.870749787, -73.891979629)"
Queens,Grocery,Met Food,Eliot Ave,Middle Village,NY,11379,"Eliot Ave
Middle Village, NY 11379
(40.721298968, -73.887217571)"
Kings,Grocery,Country Butcher Corp,Avenue L,Brooklyn,NY,11236,"Avenue L
Brooklyn, NY 11236
(40.637422959, -73.897223131)"
Queens,Grocery,Mommy Shop Inc,Myrtle Avenue,Ridgewood,NY,11385,"Myrtle Avenue
Ridgewood, NY 11385
(40.702500624, -73.873977684)"
Bronx,Grocery,Modern Fresh Market,E. Tremont Avenue,Bronx,NY,10457,"E. Tremont Avenue
Bronx, NY 10457
(40.847177139, -73.898829356)"
Kings,Grocery,C-Town Supermarkets,Belmont Av,Brooklyn,NY,11212,"Belmont Av
Brooklyn, NY 11212
(40.668971742, -73.906669427)"
Queens,Grocery,C-Town Supermarkets,Metropolitan Ave,Middle Village,NY,11379,"Metropolitan Ave
Middle Village, NY 11379
(40.712459328, -73.891740025)"
Kings,Grocery,Foodtown,Stillwell Avenue,Brooklyn,NY,11223,"Stillwell Avenue
Brooklyn, NY 11223
(40.59554985, -73.98503911)"
Kings,Grocery,Associated Supermarkets,Flatbush Avenue,Brooklyn,NY,11225,"Flatbush Avenue
Brooklyn, NY 11225
(40.664498076, -73.963337847)"
Bronx,Grocery,Super Foodtown,Bruckner Blvd.,Bronx,NY,10461,"Bruckner Blvd.
Bronx, NY 10461
(40.842699018, -73.82622997)"
New York,Grocery,Fine Fare,Madison Av,New York,NY,10029,"Madison Av
New York, NY 10029
(40.793608276, -73.949511218)"
Bronx,Grocery,Key Food,Walton Avenue,Bronx,NY,10453,"Walton Avenue
Bronx, NY 10453
(40.851734538, -73.908047577)"
Queens,Grocery,Montero's Grocery Corp.,99th Street,Corona,NY,11368,"99th Street
Corona, NY 11368
(40.751733313, -73.867890887)"
Kings,Grocery,You Jia Grocery Inc,20th Av,Brooklyn,NY,11204,"20th Av
Brooklyn, NY 11204
(40.618339034, -73.983976114)"
Kings,Grocery,Brooklyn Harvest Market,Union Avenue,Brooklyn,NY,11211,"Union Avenue
Brooklyn, NY 11211
(40.712954708, -73.951445801)"
Bronx,Grocery,Fine Fare Supermarket,East Tremont Avenue,Bronx,NY,10465,"East Tremont Avenue
Bronx, NY 10465
(40.824453, -73.820251387)"
Queens,Grocery,Yamin Food Mart Inc,Woodside Avenue,Elmhurst,NY,11373,"Woodside Avenue
Elmhurst, NY 11373
(40.743574867, -73.887819863)"
Bronx,Grocery,Modern Market,Arthur Avenue,Bronx,NY,10458,"Arthur Avenue
Bronx, NY 10458
(40.855802029, -73.887354138)"
Queens,Grocery,Ideal Food Basket,Hillside Av,Jamaica,NY,11435,"Hillside Av
Jamaica, NY 11435
(40.706557435, -73.806823967)"
Kings,Grocery,Amishapara Bazar Inc.,Church Avenue,Brooklyn,NY,11218,"Church Avenue
Brooklyn, NY 11218
(40.645041076, -73.974101779)"
Kings,Grocery,American International Food Inc,20th Avenue,Brooklyn,NY,11214,"20th Avenue
Brooklyn, NY 11214
(40.604480884, -73.998361529)"
Bronx,Grocery,C-Town Supermarkets,Third Avenue,Bronx,NY,10451,"Third Avenue
Bronx, NY 10451
(40.821787595, -73.911971928)"
Kings,Grocery,Central Market,Division Ave,Brooklyn,NY,11249,"Division Ave
Brooklyn, NY 11249
(40.707164455, -73.966399794)"
New York,Grocery,Hamilton Corner Meat Market Inc,Hamilton Pl,New York,NY,10031,"Hamilton Pl
New York, NY 10031
(40.822637601, -73.951320955)"
Bronx,Grocery,G & A Deli Grocery Corp.,W. Tremont Avenue,Bronx,NY,10453,"W. Tremont Avenue
Bronx, NY 10453
(40.850022465, -73.914217416)"
Bronx,Grocery,Key Food #1515,West 235th Street,Bronx,NY,10463,"West 235th Street
Bronx, NY 10463
(40.885653472, -73.909945605)"
Queens,Grocery,John's Farm Market,Farmers Blvd,Saint Albans,NY,11412,"Farmers Blvd
Saint Albans, NY 11412
(40.696330052, -73.761649008)"
Bronx,Grocery,Met Food,Woodycrest Avenue,Bronx,NY,10452,"Woodycrest Avenue
Bronx, NY 10452
(40.834107621, -73.926859211)"
Queens,Grocery,Fine Fare,41st Avenue,Long Island City,NY,11101,"41st Avenue
Long Island City, NY 11101
(40.75376993, -73.941998819)"
New York,Grocery,Key Food Fresh Supermarket,Frederick Douglass Blvd,New York,NY,10030,"Frederick Douglass Blvd
New York, NY 10030
(40.819026038, -73.94470691)"
Queens,Grocery,Key Food,Lefferts Blvd,South Ozone Park,NY,11420,"Lefferts Blvd
South Ozone Park, NY 11420
(40.673157877, -73.820042478)"
Bronx,Grocery,Bravo Supermarket,Westchester Avenue,Bronx,NY,10455,"Westchester Avenue
Bronx, NY 10455
(40.816129033, -73.908523108)"
Kings,Grocery,West Indian Fresh Inc,Avenue J,Brooklyn,NY,11210,"Avenue J
Brooklyn, NY 11210
(40.626999932, -73.94504332)"
Bronx,Grocery,Pioneer,Ryer Avenue,Bronx,NY,10458,"Ryer Avenue
Bronx, NY 10458
(40.858665078, -73.898407446)"
Kings,Grocery,"Kosher Plaza, Inc.",Kings Highway,Brooklyn,NY,11223,"Kings Highway
Brooklyn, NY 11223
(40.60513316, -73.979811784)"
Bronx,Grocery,Ray Deli Food Corp.,White Plains Road,Bronx,NY,10466,"White Plains Road
Bronx, NY 10466
(40.892130306, -73.858120818)"
Bronx,Grocery,Fine Fare Supermarket,Ogden Avenue,Bronx,NY,10452,"Ogden Avenue
Bronx, NY 10452
(40.837015744, -73.927069735)"
Kings,Grocery,Metropolitan Citymarket,Bedford Ave.,Brooklyn,NY,11216,"Bedford Ave.
Brooklyn, NY 11216
(40.679201671, -73.953074854)"
Queens,Grocery,Associated Fresh Marketplace,Parsons Blvd,Fresh Meadows,NY,11365,"Parsons Blvd
Fresh Meadows, NY 11365
(40.740584716, -73.810241681)"
Bronx,Grocery,Ashley & J Food Corp.,East Gun Hill Road,Bronx,NY,10467,"East Gun Hill Road
Bronx, NY 10467
(40.877231993, -73.865986845)"
Bronx,Grocery,C & G Espinosa Food Inc.,Courtlandt Avenue,Bronx,NY,10451,"Courtlandt Avenue
Bronx, NY 10451
(40.819403832, -73.918250502)"
Bronx,Grocery,2300 Deli Corp,Crotona Avenue,Bronx,NY,10458,"Crotona Avenue
Bronx, NY 10458
(40.855267297, -73.882949093)"
Kings,Grocery,Bob And Bettys Food Market,Franklin Ave,Brooklyn,NY,11225,"Franklin Ave
Brooklyn, NY 11225
(40.666559949, -73.959448426)"
Queens,Grocery,Food Bazaar,61st Ave,Douglaston,NY,11362,"61st Ave
Douglaston, NY 11362
(40.756972099, -73.729685312)"
Kings,Grocery,Food Universe,Flatbush Ave,Brooklyn,NY,11234,"Flatbush Ave
Brooklyn, NY 11234
(40.618684153, -73.932574171)"
Queens,Grocery,G A H Inc,Woodward Ave,Ridgewood,NY,11385,"Woodward Ave
Ridgewood, NY 11385
(40.708090636, -73.911103639)"
Kings,Grocery,Bravo Supermarket,East 93rd Street,Brooklyn,NY,11212,"East 93rd Street
Brooklyn, NY 11212
(40.658566446, -73.92262151)"
Bronx,Grocery,Pioneer,Bryant Avenue,Bronx,NY,10460,"Bryant Avenue
Bronx, NY 10460
(40.834226843, -73.886460431)"
Queens,Grocery,Key Food,New Haven Ave,Far Rockaway,NY,11691,"New Haven Ave
Far Rockaway, NY 11691
(40.598901921, -73.749022573)"
Queens,Grocery,Market Fresh Supermarket,Sutphin Bo,Jamaica,NY,11435,"Sutphin Bo
Jamaica, NY 11435
(40.695351298, -73.803275523)"
Bronx,Grocery,Bravo Supermarket,East 170th Street,Bronx,NY,10456,"East 170th Street
Bronx, NY 10456
(40.83807904, -73.912224011)"
Bronx,Grocery,Key Food Supermarket,Metropolitan Avenue,Bronx,NY,10462,"Metropolitan Avenue
Bronx, NY 10462
(40.835507081, -73.861019981)"
Queens,Grocery,Cherry Valley Market Place,Corona Avenue,Elmhurst,NY,11373,"Corona Avenue
Elmhurst, NY 11373
(40.742052229, -73.874240328)"
Kings,Grocery,Green Bazzar & Discount,Church Ave,Brooklyn,NY,11218,"Church Ave
Brooklyn, NY 11218
(40.645041076, -73.974101779)"
Kings,Grocery,Key Food #890,7th Avenue,Brooklyn,NY,11215,"7th Avenue
Brooklyn, NY 11215
(40.665803771, -73.982495222)"
Queens,Grocery,Key Food,64th Road,Forest Hills,NY,11375,"64th Road
Forest Hills, NY 11375
(40.732360677, -73.849012799)"
Queens,Grocery,V.M.D. Deli Grocery Inc.,Queens Blvd,Woodside,NY,11377,"Queens Blvd
Woodside, NY 11377
(40.741506267, -73.902842155)"
New York,Grocery,Mulberry Market Inc.,Mulberry Street,New York,NY,10012,"Mulberry Street
New York, NY 10012
(40.722787588, -73.995966095)"
Kings,Grocery,Karzinka Corp.,Bay Parkway,Brooklyn,NY,11204,"Bay Parkway
Brooklyn, NY 11204
(40.613771904, -73.981488075)"
Kings,Grocery,R & M Grocery Corp.,Neptune Ave,Brooklyn,NY,11235,"Neptune Ave
Brooklyn, NY 11235
(40.581615209, -73.961538041)"
Kings,Grocery,Royal Market,Nostrand Ave,Brooklyn,NY,11216,"Nostrand Ave
Brooklyn, NY 11216
(40.679793269, -73.949569789)"
Kings,Grocery,Fortune Prize Grocery Corp,8th Ave,Brooklyn,NY,11220,"8th Ave
Brooklyn, NY 11220
(40.637397818, -74.007554402)"
Bronx,Grocery,Sagal Food,Southern Boulevard,Bronx,NY,10459,"Southern Boulevard
Bronx, NY 10459
(40.82386322, -73.891859421)"
Richmond,Grocery,C-Town Supermarkets,Clove Rd. Ste F And U,Staten Island,NY,10304,"Clove Rd. Ste F And U
Staten Island, NY 10304
(40.604568517, -74.084091342)"
Queens,Grocery,Fresh N Save,Queens Blvd,Sunnyside,NY,11104,"Queens Blvd
Sunnyside, NY 11104
(40.743658442, -73.921448264)"
Kings,Grocery,3rd Avenue Mini Market I Inc.,3rd Av,Brooklyn,NY,11209,"3rd Av
Brooklyn, NY 11209
(40.624059334, -74.030818893)"
Kings,Grocery,Throop Ave. Grocery & Meat Market,Park Avenue,Brooklyn,NY,11206,"Park Avenue
Brooklyn, NY 11206
(40.698004966, -73.945776121)"
Kings,Grocery,Dumbo Market,Smith Street,Brooklyn,NY,11201,"Smith Street
Brooklyn, NY 11201
(40.687795797, -73.989738535)"
Kings,Grocery,City Fresh Market,Stanley Avenue,Brooklyn,NY,11207,"Stanley Avenue
Brooklyn, NY 11207
(40.657490593, -73.888232613)"
Kings,Grocery,Ft. Hamilton Market Corp.,Fort Hamilton Pkwy,Brooklyn,NY,11219,"Fort Hamilton Pkwy
Brooklyn, NY 11219
(40.635448124, -74.002042816)"
Kings,Grocery,S. Kahan Grocery Inc.,Marcy Ave,Brooklyn,NY,11211,"Marcy Ave
Brooklyn, NY 11211
(40.70824594, -73.958007931)"
Kings,Grocery,Bravo Fresh Market,Dekalb Av,Brooklyn,NY,11221,"Dekalb Av
Brooklyn, NY 11221
(40.69306893, -73.936585653)"
Kings,Grocery,C-Town Supermarkets,Bond St,Brooklyn,NY,11217,"Bond St
Brooklyn, NY 11217
(40.685367531, -73.985908517)"
Kings,Grocery,"Gitto & Sons Health Food, Inc.",Brooklyn Terminal Market,Brooklyn,NY,11236,"Brooklyn Terminal Market
Brooklyn, NY 11236
(40.643246, -73.915276)"
New York,Grocery,C'town Supermarket,West 116th Street,New York,NY,10026,"West 116th Street
New York, NY 10026
(40.80312938, -73.952342716)"
Richmond,Grocery,Market Fresh Supermarket,Tompkins Avenue,Staten Island,NY,10305,"Tompkins Avenue
Staten Island, NY 10305
(40.600210005, -74.062369975)"
Bronx,Grocery,Shop Fair Supermarket Supermarket,White Plains Road,Bronx,NY,10466,"White Plains Road
Bronx, NY 10466
(40.892130306, -73.858120818)"
Kings,Grocery,"Food Land Mini Market, Inc",Cortelyou Road,Brooklyn,NY,11218,"Cortelyou Road
Brooklyn, NY 11218
(40.638403914, -73.974139513)"
Kings,Grocery,C-Town Supermarkets,Taaffe Place,Brooklyn,NY,11205,"Taaffe Place
Brooklyn, NY 11205
(40.694385556, -73.960197997)"
Bronx,Grocery,Food Universe Market Place,Jerome Avenue,Bronx,NY,10452,"Jerome Avenue
Bronx, NY 10452
(40.835148, -73.924245)"
New York,Grocery,Pioneer,Avenue D,New York,NY,10009,"Avenue D
New York, NY 10009
(40.723361889, -73.976272053)"
Kings,Grocery,Western Beef #46,Myrtle Avenue,Brooklyn,NY,11206,"Myrtle Avenue
Brooklyn, NY 11206
(40.696058921, -73.943251594)"
Kings,Grocery,777 Food Corp,Blake Ave,Brooklyn,NY,11207,"Blake Ave
Brooklyn, NY 11207
(40.668194913, -73.892362078)"
Bronx,Grocery,775 Mena Grocery Corp,Lydig Avenue,Bronx,NY,10462,"Lydig Avenue
Bronx, NY 10462
(40.854449029, -73.865234483)"
New York,Grocery,C-Town Supermarkets,Broadway,New York,NY,10034,"Broadway
New York, NY 10034
(40.868737696, -73.917929147)"
Bronx,Grocery,Food Dynasty Supermarket,Jerome Avenue,Bronx,NY,10468,"Jerome Avenue
Bronx, NY 10468
(40.864056372, -73.900080537)"
New York,Grocery,Food Dynasty,Malcolm X Blvd,New York,NY,10037,"Malcolm X Blvd
New York, NY 10037
(40.815716285, -73.939766325)"
Bronx,Grocery,Western Beef #29,Webster Avenue,Bronx,NY,10457,"Webster Avenue
Bronx, NY 10457
(40.846857045, -73.901421686)"
Bronx,Grocery,Key Food,Melrose Avenue,Bronx,NY,10451,"Melrose Avenue
Bronx, NY 10451
(40.823148561, -73.914400708)"
Kings,Grocery,International Deli Corp.,14th Avenue,Brooklyn,NY,11218,"14th Avenue
Brooklyn, NY 11218
(40.640097829, -73.983238156)"
Bronx,Grocery,Palo Blanco Deli Grocery Corp,Astor Avenue,Bronx,NY,10467,"Astor Avenue
Bronx, NY 10467
(40.859601409, -73.864590127)"
Queens,Grocery,Ng Mini Market Corp.,81st St,East Elmhurst,NY,11370,"81st St
East Elmhurst, NY 11370
(40.770121016, -73.888882218)"
Bronx,Grocery,I & C Deli Mini Market Corp,E 183rd Street,Bronx,NY,10458,"E 183rd Street
Bronx, NY 10458
(40.856934687, -73.898535204)"
Kings,Grocery,Fresh Green Farm Inc,5th Ave,Brooklyn,NY,11220,"5th Ave
Brooklyn, NY 11220
(40.641173283, -74.014396236)"
Kings,Grocery,Flatbush Grocery Store,Flatbush Ave,Brooklyn,NY,11226,"Flatbush Ave
Brooklyn, NY 11226
(40.646602568, -73.958112669)"
Kings,Grocery,Green Village Meat Market,Church Avenue,Brooklyn,NY,11226,"Church Avenue
Brooklyn, NY 11226
(40.647725722, -73.967413861)"
Queens,Grocery,Mini Mart,108th St,Forest Hills,NY,11375,"108th St
Forest Hills, NY 11375
(40.729532973, -73.847867781)"
Queens,Grocery,Food Bazaar Supermarket,57th Ave,Corona,NY,11368,"57th Ave
Corona, NY 11368
(40.73773599, -73.862122702)"
New York,Grocery,Emily Grocery Inc.,Saint Nicholas Ave,New York,NY,10033,"Saint Nicholas Ave
New York, NY 10033
(40.848600208, -73.934262238)"
Kings,Grocery,Associated,Hegeman Avenue,Brooklyn,NY,11212,"Hegeman Avenue
Brooklyn, NY 11212
(40.656400783, -73.906426205)"
Queens,Grocery,Perez Meat Market& Grocery,Sutphin Bo,Jamaica,NY,11435,"Sutphin Bo
Jamaica, NY 11435
(40.695351298, -73.803275523)"
Bronx,Grocery,Tenares Gourmet Deli Grocery Corp.,East 233rd Street,Bronx,NY,10466,"East 233rd Street
Bronx, NY 10466
(40.89226407, -73.853810001)"
